reag,count
CC(C)(C)ONC(=O)c1cccc(N)c1,9
CCCC[Sn](CCCC)(CCCC)c1ccccc1[N+](=O)[O-],9
COc1ccc2c(c1)CCCC(OS(=O)(=O)C(F)(F)F)=C2,9
Nc1ccc(O)cc1F,9
COC(=O)CC(=O)OC,9
Cc1ccc(N)cc1C(=O)c1ccc(Nc2ccc(C(F)(F)F)cc2)cc1Cl,9
O=C(CC(=O)Nc1ccc(Oc2cc(Nc3ccc(OCc4ccccc4)cc3)ncn2)c(F)c1)Nc1ccc(F)cc1,9
Cc1ccc(C(=O)O)cc1I,9
Cl.O=C(O)c1ccc(OCCN2CCCCC2)c(F)c1,9
COc1ccc2c(c1)CCC(c1ccc(OC)cc1N1Cc3ccc(O)cc3C1)C2,9
COc1ccc2c(c1)CCC(c1ccc(OC)cc1CCc1ccc(O)cc1)C2,9
COc1ccc2c(c1)CCC(c1ccc(OC)cc1CCc1ccc(O)c(F)c1)C2,9
CCN(CC)CCCl.Cl,9
COc1ccc2c(c1)CCC(c1ccc(OC)cc1N(CCc1ccc(O)cc1)CC1CC1)C2,9
N#CC(=NO)c1ccccc1,9
COCC(C)O,9
COc1cccc(C=O)c1,9
O=C(Nc1ccc(O)cc1)c1ccccn1,9
CC(=O)OC=O,9
O=Cc1ccccc1[N+](=O)[O-],9
Cc1ccc(C(=O)O)cc1,9
ClCCCl.On1nnc2ccccc21,9
Cc1ccncc1,9
C[S-].[Li+],9
O=C([O-])Cc1cccs1.[K+],9
c1ccc2[nH]cnc2c1,9
CCNc1ccccc1C1CCc2cc(OC)ccc2C1,9
CCN(CCc1ccc(O)cc1)c1ccccc1C1CCc2cc(OC)ccc2C1,9
CCC(CC)CC1(C(=O)OC(=O)C2(CC(CC)CC)CCCCC2)CCCCC1,9
O=C(O)C1CCCCC1,9
COc1ccc2c(c1)C1(Cc3ccccc3)CCCCC(C2)C1N,9
[Ag],9
O=C(O)c1ccccc1O,9
C1COCCO1.CN(C)C=O,9
[B+3].[Na+].[OH-].[OH-].[OH-].[OH-],9
CC(C)CC(=O)Cl,9
O=C(CCCCl)c1ccc(F)cc1,9
BrCCCCCBr,9
CCOC(C)=O.O.[Cl-].[Na+],9
O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Ca+2],9
ClCc1ncoc1Cc1ccccc1,9
CC(C)(C)OC(=O)N1CCO[C@H](Cc2cccc(C=Cc3cccnc3)c2)C1,9
CC#N.ClCCl,9
CC(=O)O[C@@H]1CC2=CC=C3[C@@H]4CC[C@H](C(C)C5OCC(C)(C)CO5)[C@@]4(C)CC[C@@H]3[C@@]2(C)[C@H]2O[C@@H]12,9
ClC(Cl)Cl.O=C=O,9
O=S(=O)([O-])c1ccccc1I.[Na+],9
C1=NCCO1,9
COC(=O)C(C)(C)Cc1c(SC(C)(C)C)c2cc(OC)ccc2n1Cc1ccc(Cl)cc1,9
CO.ClC(Cl)Cl.[NH4+].[OH-],9
CCCCC(CC)C(=O)O,9
C[Si](C)(C)[Si](C)(C)C,9
C1CCOC1.CP(C)C,9
C[Si](C)(C)[O-].[Na+],9
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,9
CCCCCC(=O)/C=C/Cl,9
O.O=C(O)CC1CCCO1,9
NCCN(CCN)CCN,9
CC(C)(C)c1cc2ccccc2[nH]1,9
CCOc1cc(C=O)ccc1C,9
N#Cc1cc(I)c(O)c(I)c1,9
O=Cc1cccc(Cl)c1,9
C1=C(N2CCOCC2)CCC1,9
COC(=O)c1ccc(CBr)cc1,9
ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,9
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,9
CS(=O)(=O)c1ccc(F)cc1F,9
CCN=C=NCCC[N+](C)(C)C.[I-],9
CCOC(=O)C(CC1CCCC1)c1ccc(S(C)(=O)=O)c(Cl)c1,9
COc1ccc(C(C)C#N)cc1CN[C@H]1CCCN(C(=O)OC(C)(C)C)[C@H]1c1ccccc1,9
NC(=S)Nc1ccccc1,9
O=C(Nc1ccc(Br)nc1)C1(c2ccc3c(c2)OCO3)CC1,9
[Mg+4].[O-2].[O-2],9
Cl.[Na],9
BC#N.[Na],9
COc1ccc(CN2Cc3ccc(C(=O)[O-])cc3C2)c(OC)c1.[Li+],9
C1CCOC1.CC(C)C[Al+]CC(C)C.[H-],9
Cl.ClCCCl,9
Nc1ccc(C(F)(F)F)cc1,9
CN(C)C(=O)N(C)C,9
ClCc1cnccn1,9
ClCc1ncccn1,9
N#CCCCCl,9
OCc1ccc(O)cc1,9
[Li]OC,9
C1COCO1,9
O=C(OC(=O)C(Cl)Cl)C(Cl)Cl,9
CCOCC.[Br-].[Br-].[Mg+2],9
COc1ccc(Nc2ncccc2C=CC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,9
C1CCOC1.CC(C)C[AlH]CC(C)C,9
Br[Bi](Br)Br,9
[Mg+2].[OH-].[OH-],9
CC(C)CC(O)CO,9
F.FB(F)F,9
NNc1ccccc1,9
O=PO,9
CC(C)=CCC/C(C)=C\CO,9
N#Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],9
Brc1nccs1,9
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],9
Clc1ncccn1,9
O=C1CCC2(CC1)OCCO2,9
Cl[Se]c1ccccc1,9
CC(CO)N1CCOCC1,9
CCN(O)CC,9
Cc1ccccc1.ClC(Cl)Cl,9
CNCc1ccc(F)cc1,9
Oc1cccc(Cl)c1,9
CC(O)S,9
Cc1c(CN2CCN(C(=O)OC(C)(C)C)CC2)sc2c(N3CCOCC3)nc(Cl)nc12,9
ClCc1nc2ccccc2[nH]1,9
CNC(=O)c1cc2ccccc2n1C,9
ClCCCI,9
CCC(C)(C)c1cc(N=Nc2ccccc2[N+](=O)[O-])c(O)c(C(C)(C)CC)c1,9
C[Si](C)(C)OP(=O)=O,9
O.OO,9
O=C(Cl)c1ccc(Br)cc1,9
C=CCOC(=O)NC1CC(=O)OC1OCC,9
[Na+].[O-][Cl+3]([O-])([O-])[O-],9
CC(C)C=O,9
CC[N+](CC)(CC)Cc1ccccc1.[OH-],9
Cl.Cl,9
O=Cc1ccc2c(c1)OCO2,9
COC(=O)c1ccc(=O)n(C)c1Nc1ccc(Br)cc1F,9
COC(=O)c1ccc(OC)nc1Nc1ccc(Br)cc1F,9
CN(C)C(=[NH2+])N(C)C.[N-]=[N+]=[N-],9
NS(=O)(=O)c1ccc(F)c([N+](=O)[O-])c1,9
CC(F)(F)c1ccc(OC(F)(F)F)c(CN[C@H]2CCCN[C@H]2c2ccccc2)c1,9
O=C(O)CC(F)(F)F,9
NS(=O)(=O)N1CCC1,9
[Na+].[Na+].[Na+].[O-]P([O-])([O-])=S,9
CC(C)(C)OC(=O)N=[N+]=[N-],9
FC(F)(F)c1ccc(C#Cc2cc(OCc3ccccc3)c(OCc3ccccc3)nn2)nc1,9
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],9
C[N+](C)(C)CC(O)CC(=O)[O-],9
[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[2H]O[2H],9
O=CNc1nc(C(=O)C(=O)[O-])c(Cl)s1.[K+],9
CC(C)C[C@H](N)C(O)(c1ccccc1)c1ccccc1.Cl,9
ClC(Cl)(Cl)Br,9
CN(C)Cc1cccc(OCCCN)n1,9
COC1=NS(=O)N=C1N,9
COC(C)(OC)OC,9
CCOc1cccc(N(CC)CC)c1,9
Cc1ccccc1Cl,9
[2H]C(Cl)(Cl)Cl.[2H]O[2H],9
C1CCOC1.CNC,9
CC(C)(C)c1ccc(C=O)cc1,9
CC(C)C(C(C)C)(C(C)C)C(C)C.O=[PH](O)O[PH](=O)O,9
[F-].[F-].[NH4+].[NH4+],9
N#CN.[Na],9
O=C(O)CCCCCNN1C(=O)C=CC1=O,9
COc1cccc(OC)c1,9
C[C@@H]1[C@H]2C[C@@H](C[C@H]1B(Cl)[C@@H]1C[C@@H]3C[C@@H]([C@H]1C)C3(C)C)C2(C)C,9
CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1,9
CON=O,9
Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1,9
CCNc1cc(OC)ccc1C1CCc2cc(OC(=O)C(C)(C)C)ccc2C1,9
C=CCOC(=O)C(=C)C,9
CCCCCCCCCCCCN(CCCC(=O)OCC)CCOc1ccc(CCC(=O)C(F)(F)F)cc1,9
CCCCCC.[Li]C(C)CC,9
CC(=O)N(C)Cl,9
Brc1ccc2c(c1)OCO2,9
CC(CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,9
CC(C)(N)Cc1c[nH]c2ccccc12,9
COCCCCCCCCCCCC(=O)O,9
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,9
CCCC[Sn](CCCC)(CCCC)c1ccsc1C1=NC(C)(C)CO1,9
COc1ccc(Cl)cc1Br,9
Br[Mg]c1ccc2c(c1)OCO2,9
CSCc1cccc2c(C(c3ccc(F)cc3)c3ccc(F)cc3)c[nH]c12,9
COc1cnc2c(ccc3ccccc32)c1,9
CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC(=O)O)OC(=O)CCCCCCCCCCCCCCC,9
NCCCCCCO,9
C[Zn+].[Cl-],9
CN(CC(=O)O)CC(=O)O,9
Cc1cnc(N2CCN(C(=O)c3ccc(Br)nc3)CC2)c(C)c1,9
[Li+].[O-]O,9
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,9
O.[O-][I+3]([O-])([O-])O,9
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,9
Cl.O=C(O)/C=C/c1ccc2c(c1)CC(=O)N2,9
COC(=O)c1ccc(=O)n(C)c1Nc1ccc(C)cc1F,9
Cn1c(Nc2ccc(Br)cc2F)c(C(=O)O)ccc1=O,9
O=C1C(N2CCOCC2)=CCCN1c1ccc(I)cc1,9
CC(C)(C)OC(=O)N1CCCN(c2ccc(N)c(N)c2)CC1,9
Cc1ccccc1C=O,9
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1=O,9
CC(C)=O.CO.O,9
O=C1OP(Cl)Oc2ccccc21,9
CC(=O)Oc1cccc(NC=O)c1,9
O=c1[nH]c2ccc(Br)cc2c2ncnn12,9
O=C(O)c1ccc(Cl)nc1Cl,9
COC(=O)c1ccc(Cl)nc1Nc1ccc(Br)cc1F,9
COCOC(Cc1ccccc1)c1ccccc1Br,9
COCOCc1cc(F)ccc1Br,9
COCOCc1cc(Oc2ccc(C#N)c(C#N)c2)ccc1Br,9
COCOCc1cc(Oc2ccc(C#N)cc2)ccc1Br,9
CN(C)C1(C(N)c2ccccc2)CCCC1,9
CC(O)C1CC1,9
ClCc1ccccc1I,9
Fc1ccc(Cl)c(CBr)c1,9
O=Cc1c(F)c(F)c(C=O)c(F)c1F,9
[N-]=[N+]=N[Na],9
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],9
COC(=O)c1ccc(Br)cc1,9
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,9
CC1(C)OB(c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)OC1(C)C,9
N#Cc1cc([C@]23CO[C@@H](COCc4ccccc4)C[C@H]2CSC(N)=N3)c(F)cc1F,9
Cl.N[C@@H]1CCCC[C@H]1O,9
Cc1cc(Cc2ccccc2)[nH]c(=O)c1CN,9
Cc1cc(Cc2ccccc2)c(CN)c(=O)[nH]1,9
CN(C)C=O.[Na+].[OH-],9
CCn1nc2nc(C(C)(C)C)nc(N3CCC(F)(F)C3)c2n1,9
OCCCl,8
OCc1cccnc1,8
O=Cc1ccc([N+](=O)[O-])cc1,8
COc1ccc(C(=CC#N)c2ccc(OC)c(OC)c2)cc1N,8
CCOc1ccc(N)cc1,8
C1CC2CNCC1O2.Cl,8
CC1(C)OB(c2cccc(N)c2Cl)OC1(C)C,8
O=CO[K],8
COc1ccc2c(c1)CCC(=O)C2,8
c1ccc([PH2](c2ccccc2)c2ccccc2)cc1,8
O=C(Cl)c1ccc(Cl)cc1,8
CCO.O.[K+].[OH-],8
CC(C)(C)C1=CCC(C)(C)c2ccc(C#Cc3ccc(C(=O)O)cc3)cc21,8
CCCC#CC1=CCC(C)(C)c2ccc(C#Cc3ccc(C(=O)O)cc3)cc21,8
O.OCC1CCCO1,8
CC(CCc1ccc(Br)cc1)(C(=O)O)S(C)(=O)=O,8
CC(N)c1ccccc1,8
C=CCCC(=O)O,8
O=C1CC(=O)N(c2ccc(C(=O)O)cc2)c2ccc3ccccc3c2N1,8
C1CCNCC1.Cl,8
CCCc1nc2c(N)nc3cc(OCc4ccccc4)ccc3c2n1CC(C)C,8
O=C([O-])[O-],8
C[C@@H]1[C@@H](B(Cl)[C@H]2C[C@@H]3C[C@H]([C@@H]2C)C3(C)C)C[C@@H]2C[C@H]1C2(C)C,8
O=C(OO)c1ccccc1,8
C1=CC2C3C=CC(C3)C2C1,8
CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,8
CC(C)(C)OC(=O)NC1CCN(CCn2c(=O)ccc3ccc(F)c(F)c32)CC1,8
[Pd],8
Cl.O=S(=O)(Cl)Cl,8
CCOc1ccc(/C=C2\SC(=O)N(CCNC(C)=O)C2=O)cc1,8
Clc1ccc(Cl)c(Cl)c1,8
CCOCC.CO,8
COc1cccc(B(O)O)c1,8
ClCCBr,8
c1ccc2oncc2c1,8
Cl.O=C(O)c1ccc(OCCN2CCCCC2)cc1,8
COc1c(NC(=O)c2ccc(C)c(N=[N+]=[N-])c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,8
CCN(C=O)CC,8
CC(=O)[O-].CC(=O)[O-].[Mg+2],8
O=Cc1cccc(O)c1,8
C1CCOCC1,8
CC(C)(C)[Si](C)(C)OCCBr,8
c1ccc2c(c1)[nH]c1cccc(OCC3CO3)c12,8
O.O.O.O.O.O.O.O.O.O.O.O.O=P([O-])([O-])O.[Na+].[Na+],8
CCCCC(=O)O,8
CC(C)(C)OC(=O)C(C)(C)Br,8
[Li+].[Li+].[O-2],8
N#CC(Br)c1ccccc1,8
CCCCc1ccc(O)cc1OC(C)(C)C(=O)OCC,8
Cc1cc(Sc2ccc(COc3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,8
CCOC(=O)C1CCC2CN(C(=O)OC)CC(=O)N21,8
NS(=O)(=O)c1ccccc1,8
CC(C)C,8
CS(=O)(=O)On1nnc2ccccc21,8
CC(=O)[O-].CC(=O)[O-].O.[Ca+2],8
CCC(N)=O,8
Sc1cccc(Cl)c1,8
C1CCC(NC2CCCCC2)CC1.CCCCC(F)(F)C(O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,8
OC[C@@H](O)[C@H](O)[C@@H](O)CO,8
CCOc1nc(N)c2ncn(C3C=CCCC3)c2n1,8
O.On1nnc2cccnc21,8
ClCBr,8
CC[C@H](C)[C@H](N)C(=O)O,8
COC(=O)[C@@H](N)CCSC.Cl,8
OCc1ccc(B(O)O)cc1,8
COC(=O)Cc1c(C)[nH]c2ncccc12,8
Cl.Clc1ccncc1,8
OC(c1ccccc1)(c1ccccc1)[C@H]1CCCN1,8
OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,8
CCOC(=O)C(C#N)=NO[C+](N(C)C)N1CCOCC1.F[P-](F)(F)(F)(F)F,8
Fc1ccc(CCNCc2ccc(C3CC3)cc2)cc1C(F)(F)F,8
C1=CC[C@@H](C(c2ccccc2)c2ccccc2)OC1,8
CC(C)C(CNC(=O)OC(C)(C)C)Nc1nc(Cl)ncc1Br,8
CN(N=O)/C(N)=N/[N+](=O)[O-],8
COc1ccc(N)cc1,8
Br[Mg]Cc1ccccc1,8
CC(C)O.N,8
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,8
CCOC(=O)C1CCCN(C(=O)c2ccccc2)C1,8
O=C(O)CCCCC(=O)O,8
Cc1nc(Br)cnc1O,8
CCc1cc2c(cc1CC)CC(NCc1ccccc1)C2,8
CC(=O)O.N,8
O[C@@H]1CCNC1,8
C[Si](C)(C)c1cccc(N)c1,8
O.O.[Li+].[OH-],8
C=C(OP(=O)(O)O)C(=O)O,8
NCc1ccc(OC(F)(F)F)cc1,8
CC(C)(C)c1cccc(O)c1O,8
CC(C)(C)c1ccc(O)c(O)c1,8
ClCCc1ncccn1,8
OCc1ncoc1Cc1ccccc1,8
O=Cc1c(O)cc(Cl)cc1Cl,8
ClC(Cl)(Cl)Cl.O=C=O,8
Cn1cc(C2CCC(=O)CC2)c2cc(C#N)ccc21,8
N#Cc1ccc(C2(O)CCC(=O)CC2)cc1,8
OCCNCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,8
CC(=O)O.CCOC(C)=O,8
[Al+3].[OH-].[OH-].[OH-],8
O=C(Br)C(=O)Br,8
Cl[Al](Cl)Cl,8
CC(C)(C)OC(=O)Cn1c(=O)[nH]c2ccccc21,8
[Ce],8
CC(=O)CC(CSC(C)=O)C(O)=S,8
[C-]#[N+]CCN1CCOCC1,8
CC1(C)CCC=C1B1OC(C)(C)C(C)(C)O1,8
[K].[Na],8
[Na+].[Na+].[Na+].[Na+].[O-][Si]([O-])([O-])[O-],8
CC1CCCN(C)C1(C)C,8
CCc1ccc2c(c1)CC(C)(NC(=O)c1ccccc1)C2,8
O=N[O-].[K+],8
O=Cc1ccccc1Cl,8
C=COCC,8
COC(=O)C1CC(C#N)(c2ccc(Cl)cc2)CCC1=O,8
ClCCl.[Na+].[OH-],8
CCCCC(C)(C)Cl,8
Fc1ccc(N2CCNCC2)cc1,8
Cc1ccccc1.O,8
Cl.N[C@@H](CS)C(=O)O,8
CCN(CC)CC.O=C(O)C(F)(F)F,8
C[Si](C)(C)[SiH]([Si](C)(C)C)[Si](C)(C)C,8
O=COO,8
CCN=C=NCCCCN(C)C,8
COC(=O)c1ccccc1C(=O)NC(C)(C(N)=O)C(C)(C)C,8
CCCl,8
O=C1Nc2ccc(Cl)cc2C1=O,8
c1cscn1,8
COC(=O)CC(=O)CC(O)(CCC#Cc1cc(C)c(O)cc1C)C1CCCC1,8
CNC(=O)[C@@H](NC(=O)[C@@H](CC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C)C(C)(C)C,8
CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,8
FC(F)(F)c1cccc(OC2CN(C(c3ccccc3)c3ccccc3)C2)c1,8
CCCC[Mg]Br,8
Cc1c(N[C@@H](C(=O)NNC(=O)c2ccccc2)[C@H](C)O)ccc(C#N)c1Cl,8
COS(=O)c1ccccc1,8
CC[C@H](C)[C@H](N)C(=O)OC,8
CC1(C)CCC(C)(C)c2cc(C(=O)O)c(O)cc21,8
O=C1Nc2cccc(I)c2C1=O,8
[Na+].[O-][Cl+2]([O-])[O-],8
N=C(N)N.O=C(O)O,8
O=C1NS(=O)(=O)c2ccccc21,8
CCN(CC)CC.CCOC(C)=O.CO,8
CN(C)[C@@H]1CCCC[C@H]1O,8
CNCc1ccccc1,8
COC(=O)c1ccc(=O)n(C)c1Cl,8
O=C(O)c1ccc(C2CCCO2)c(OCC2CC2)n1,8
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,8
O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,8
CC(C)(C)OC(=O)N1CCC(Oc2cc(NC(=O)c3cccnc3F)cc(C(F)(F)F)c2)CC1,8
[N-]=[N+]=C1CCCCCCCCCC1C1CCCCCCCCCC1,8
O=C1Nc2ccccc2CC1C1CCNCC1,8
O=C(O)c1ccc2ccn(Cc3ccccc3)c2c1,8
CSCC(CSC(C)=O)C(=O)O,8
CC(C)(C)c1cc(I)c2c(c1)C=NS(=O)(=O)O2,8
CC(C)O.CCCCCC.CCO,8
Cl.Clc1ccc(C(OC2CNC2)c2ccccc2Cl)cc1,8
CC(=O)N[C@@H](CS)C(=O)NCCSC(C)=O,8
Cc1cccc(N)c1C(=O)O,8
CC(C)(C)[C@H](N)C(=O)O,8
CCOC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)OC(C)(C)C,8
Cl.Nc1ccccc1,8
C=COC=C,8
O=P(Cl)(Nc1ccccc1)Oc1ccccc1,8
[I-].[I-].[I-].[Sm+3],8
Oc1ccnc2[nH]nnc12,8
CCCCCCCCCCCCCC(=O)O,8
COC(=O)COc1ccc(CN)c(F)c1,8
CS(=O)(=O)c1ccc(CN)cc1.Cl,8
Cc1c(Br)c(=O)c(C(=O)O)cn1C(C)C,8
CC1=C[C@@H](CO[Si](C)(C)C(C)(C)C)N(C(=O)OC(C)(C)C)C[C@H]1O,8
CCOC(=O)C(Cl)C(C)=O,8
O=C(Br)CC(=O)CBr,8
[C-]#[C-].[Li+].[Li+],8
CC(=O)C(=O)O,8
CCc1cc2c(cc1CC)CC(NC[C@@H](O)c1ccc(OCc3ccccc3)c3[nH]c(=O)ccc13)C2,8
CN1C2CCC1CC(=O)C2,8
Cn1ncc(C(=O)O)c1C(=O)Nc1ccc2nc(N3CCOCC3)nn2c1,8
CN(C)CCOc1ccc2sc(C(=O)Nc3ccccc3N)cc2c1,8
CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,8
CCOP(O)N(C(C)C)C(C)C,8
C#Cc1cccc(C(=O)OCC)c1,8
CC(C)(C)[Si](C)(C)OCCc1ccsc1C=O,8
CC(C)c1ccc(C=O)cc1,8
CC(=O)C1=CN(C(C)C)CCC1,8
O=S(=O)([O-])[O-].[Cu+2],8
OCCI,8
C[C@@H](CO)N(C(=O)OC(C)(C)C)C1CCCCC1,8
F[B-](F)(F)F.F[B-](F)(F)F.O[N+]12CC[N+](F)(CC1)CC2,8
C1CCOC1.CC#N,8
CCCCCC[SiH](CCCCCC)CCCCCC,8
O=C(Cl)c1cc(Cl)c(Cl)c(Cl)c1Cl,8
O=C(F)c1cc(Cl)c(F)c(Cl)c1F,8
O=C(F)c1cc(Cl)c(F)c(F)c1F,8
C[Si](C)(C)[NH-].C[Si](C)(C)[NH-].[Na+].[Na+],8
CC(C1OCC(C)(C)CO1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)[C@@H]5O[C@@H]5[C@]4(C)[C@H]3CC[C@]12C,8
F[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,8
N#CCc1c(Cl)cccc1Cl,8
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,8
CC(C)(C)P(Cl)C(C)(C)C,8
CCCC(=O)OCC,8
O=C(O)[C@@H](O)c1ccccc1,8
O=C([O-])[O-].[Tl+2],8
CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-].[Al+3],8
C[Si](C)(C)C(C(N)=O)(C(F)(F)F)[Si](C)(C)C,8
CCCCCCCCCCOC(=O)Cl,8
C#Cc1ccc2c(c1)C(C)(C)CCO2,8
C[Si](C)(C)N=C=O,8
CC1(C)CC(C(=O)O)Oc2ccccc21,8
COc1ccc(F)cc1B(O)O,8
Br[Mg]C1CCCC1,8
[Cl-].[NH4+].[NH4+].[OH-],8
CN(C)/C=N/N=C/N(C)C,8
Br[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],8
O=S([O-])O.O=S([O-])S(=O)[O-].[Na+].[Na+].[Na+],8
CCOC(=O)C(Cc1ccc(O)cc1)OCC,8
O=C(/C=C/c1ccccc1)Nc1cccc(Br)c1,8
CC(C)(C)c1cc(CC(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc(C(C)(C)C)c1O,8
Clc1ccc(CBr)cc1Cl,8
Brc1cnc2ncoc2c1,8
CCCC[NH+](CCCC)CCCC.O.O.O.[F-],8
O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,8
B1OCCO1,8
C=[N+](C)C.[I-],8
O=[N+]([O-])c1ccc(NO)c([N+](=O)[O-])c1,8
O=C1C=c2ccccc2=CC1,8
CC1(N)Cc2ccccc2C1,8
Cc1cc(N)ccc1Br,8
CS(=O)(=O)C(Cl)=NNc1cccc(Cl)c1,8
CCC1CC(O)C(=O)O1,8
N#CCN,8
CC(C)[C@@H]1CC[C@@H](C)CC1=O,8
Nc1ccc(C=O)cc1,8
Cc1nc(C)c(I)[nH]1,8
CO[PH](=O)OC,8
COC(=O)C(O)=CC(=O)N(C)Cc1ccc(Cl)c(Cl)c1,8
NN1CCCCC1,8
NCC1CC1,8
CCc1cc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc(Cl)c1OC,8
O.Oc1ncnc2nc(S)[nH]c12,8
O=C(CC(=O)c1ccccn1)CC(=O)c1ccccn1,8
C=C(C)CBr,8
O=C1N(C(c2ccccc2)c2ccccc2)c2cccc(F)c2C1(O)c1cc2c(cc1O)OCCO2,8
CCCCOC(=O)c1nc(Cl)c2ccc(Oc3ccccc3)cc2c1O,8
NCCC1CC1,8
CC(C)(C)c1cc(CN[C@H]2CCCC[C@@H]2NCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,8
CC(C=O)=P(c1ccccc1)(c1ccccc1)c1ccccc1,8
CCC(C=O)=P(c1ccccc1)(c1ccccc1)c1ccccc1,8
Cc1nc(Cl)[nH]c(=O)c1C,8
CCOC1=CCc2cccc(N=C=S)c2C1,8
O=C(O)c1ccc(Cl)nc1Nc1ccc(Br)cc1F,8
CC(C)(C)C(=O)CN1C(=O)N(CC(=O)O)N=C(C2CCCCC2)c2ccccc21,8
COC(=O)c1cccc(N)c1,8
CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](n2cnc3c(NC(=O)c4ccccc4)ncnc32)C[C@@H]1O,8
CC(C)(C)[PH+](C(C)(C)C)C(C)(C)C,8
N#Cc1cc(Cl)ccn1,8
CN(NC(=O)c1cc2c(NC(=O)c3ccc(CCl)cc3)nn(C(=O)OC(C)(C)C)c2s1)c1ccc(Cl)cc1,8
O=C=Nc1ccc(N=C=O)cc1,8
O=C(O)c1ccc(F)c(O)c1,8
O=C(O)C1(C(=O)O)CC1,8
CC(=O)Nc1nc(C)c(S(=O)(=O)Cl)s1,8
Brc1ccc2c(c1)c1cc(Br)ccc1n2CCCNc1ccccc1,8
N#Cc1c(F)c(F)cc(F)c1F,8
Nc1cc(OCc2cccc(F)c2)ccc1Sc1ccc(O)cc1,8
CN(C)CCS(=O)(=O)O,8
Cc1nc(N2CCN(CC3CC3)C2=O)sc1C(=O)O,8
C=C(C)CCl,8
C/C(=C/C(C)C)c1sccc1N,8
N[C@@]1(c2ccc(F)cc2F)CO[C@@H](COCc2ccccc2)C[C@H]1CO,8
ClCCI,8
CCCC[Sn](CCCC)(CCCC)c1cncn1CCOC1CCCCO1,8
CCOC(=O)CCN.Cl,8
O=C(O)c1ccc(N2CCN(c3ccc(C(=O)Nc4ccccc4)cn3)CC2)cc1,8
CCOC(CCCNC)OCC,8
